04/16-14:46:30.611213 ,"ICMP connection attempt",192.168.1.10,,172.16.115.20,,14717
04/16-15:19:32.253342 ,"TELNET connection attempt",172.16.112.194,64456,134.205.165.120,80,2486
04/16-15:19:32.263383 ,"TELNET connection attempt",172.16.112.194,64456,134.205.165.120,80,2490
04/16-15:19:32.274560 ,"TELNET connection attempt",172.16.112.194,64456,134.205.165.120,80,2493
04/16-15:19:32.282133 ,"TELNET connection attempt",172.16.112.194,64456,134.205.165.120,80,2494
04/16-15:19:32.283536 ,"TELNET connection attempt",172.16.112.194,64456,134.205.165.120,80,2497
04/16-15:19:32.289358 ,"TELNET connection attempt",172.16.112.194,64456,134.205.165.120,80,2498
04/16-15:19:32.289749 ,"TELNET connection attempt",172.16.112.194,64456,134.205.165.120,80,2499
04/16-15:19:32.318366 ,"TELNET connection attempt",172.16.112.194,64457,134.205.165.120,80,2510
04/16-15:19:32.323260 ,"TELNET connection attempt",172.16.112.194,64457,134.205.165.120,80,2511
04/16-15:19:32.323575 ,"TELNET connection attempt",172.16.112.194,64457,134.205.165.120,80,2512
04/16-15:19:32.344560 ,"TELNET connection attempt",172.16.112.194,64457,134.205.165.120,80,2514
04/16-15:19:32.344878 ,"TELNET connection attempt",172.16.112.194,64457,134.205.165.120,80,2515
04/16-15:19:32.349577 ,"TELNET connection attempt",172.16.112.194,64458,134.205.165.120,80,2519
04/16-15:19:32.353639 ,"TELNET connection attempt",172.16.112.194,64458,134.205.165.120,80,2520
04/16-15:19:32.353937 ,"TELNET connection attempt",172.16.112.194,64458,134.205.165.120,80,2521
04/16-15:19:32.375001 ,"TELNET connection attempt",172.16.112.194,64458,134.205.165.120,80,2524
04/16-15:19:32.375360 ,"TELNET connection attempt",172.16.112.194,64458,134.205.165.120,80,2525
04/16-15:19:32.380724 ,"TELNET connection attempt",172.16.112.194,64459,134.205.165.120,80,2529
04/16-15:19:32.384104 ,"TELNET connection attempt",172.16.112.194,64459,134.205.165.120,80,2530
04/16-15:19:32.384414 ,"TELNET connection attempt",172.16.112.194,64459,134.205.165.120,80,2531
04/16-15:19:32.404105 ,"TELNET connection attempt",172.16.112.194,64459,134.205.165.120,80,2533
04/16-15:19:32.404444 ,"TELNET connection attempt",172.16.112.194,64459,134.205.165.120,80,2534
04/16-15:19:32.409502 ,"TELNET connection attempt",172.16.112.194,64460,134.205.165.120,80,2538
04/16-15:19:32.413182 ,"TELNET connection attempt",172.16.112.194,64460,134.205.165.120,80,2539
04/16-15:19:32.413495 ,"TELNET connection attempt",172.16.112.194,64460,134.205.165.120,80,2540
04/16-15:19:32.443353 ,"TELNET connection attempt",172.16.112.194,64460,134.205.165.120,80,2544
04/16-15:19:32.453376 ,"TELNET connection attempt",172.16.112.194,64460,134.205.165.120,80,2548
04/16-15:19:32.458321 ,"TELNET connection attempt",172.16.112.194,64460,134.205.165.120,80,2549
04/16-15:19:32.458702 ,"TELNET connection attempt",172.16.112.194,64460,134.205.165.120,80,2550
04/16-15:19:32.463423 ,"TELNET connection attempt",172.16.112.194,64461,134.205.165.120,80,2554
04/16-15:19:32.467221 ,"TELNET connection attempt",172.16.112.194,64461,134.205.165.120,80,2555
04/16-15:19:32.467522 ,"TELNET connection attempt",172.16.112.194,64461,134.205.165.120,80,2556
04/16-15:19:32.487951 ,"TELNET connection attempt",172.16.112.194,64461,134.205.165.120,80,2559
04/16-15:19:32.488333 ,"TELNET connection attempt",172.16.112.194,64461,134.205.165.120,80,2560
04/16-15:19:32.772243 ,"TELNET connection attempt",135.8.60.182,4189,172.16.112.100,80,35786
04/16-15:19:32.773204 ,"TELNET connection attempt",135.8.60.182,4189,172.16.112.100,80,35787
04/16-15:19:32.773889 ,"TELNET connection attempt",135.8.60.182,4189,172.16.112.100,80,35788
04/16-15:19:32.807645 ,"TELNET connection attempt",135.8.60.182,4189,172.16.112.100,80,35789
04/16-15:19:32.812961 ,"TELNET connection attempt",135.8.60.182,4189,172.16.112.100,80,35790
04/16-15:19:32.813402 ,"TELNET connection attempt",135.8.60.182,4189,172.16.112.100,80,35791
04/16-15:19:32.829678 ,"TELNET connection attempt",135.8.60.182,4190,172.16.112.100,80,35793
04/16-15:19:32.830581 ,"TELNET connection attempt",135.8.60.182,4190,172.16.112.100,80,35794
04/16-15:19:32.831348 ,"TELNET connection attempt",135.8.60.182,4190,172.16.112.100,80,35795
04/16-15:19:32.834420 ,"TELNET connection attempt",135.8.60.182,4190,172.16.112.100,80,35796
04/16-15:19:36.345429 ,"FTP connection attempt",172.16.112.50,64376,197.218.177.69,21,2802
04/16-15:19:36.480951 ,"FTP connection attempt",172.16.112.50,64376,197.218.177.69,21,2805
04/16-15:19:39.013827 ,"FTP connection attempt",197.182.91.233,4191,172.16.112.100,21,35937
04/16-15:19:39.014808 ,"FTP connection attempt",197.182.91.233,4191,172.16.112.100,21,35938
04/16-15:19:39.027748 ,"FTP connection attempt",197.182.91.233,4191,172.16.112.100,21,35939
04/16-15:19:45.349361 ,"FTP connection attempt",197.182.91.233,4191,172.16.112.100,21,36015
04/16-15:19:45.367943 ,"FTP connection attempt",197.182.91.233,4191,172.16.112.100,21,36037
04/16-15:19:51.341688 ,"TELNET connection attempt",172.16.115.87,64467,206.132.15.69,80,2956
04/16-15:19:51.346929 ,"TELNET connection attempt",172.16.115.87,64467,206.132.15.69,80,2957
04/16-15:19:51.347246 ,"TELNET connection attempt",172.16.115.87,64467,206.132.15.69,80,2958
04/16-15:19:51.383586 ,"TELNET connection attempt",172.16.115.87,64467,206.132.15.69,80,2964
04/16-15:19:51.393596 ,"TELNET connection attempt",172.16.115.87,64467,206.132.15.69,80,2967
04/16-15:19:51.399100 ,"TELNET connection attempt",172.16.115.87,64467,206.132.15.69,80,2969
04/16-15:19:51.399518 ,"TELNET connection attempt",172.16.115.87,64467,206.132.15.69,80,2970
04/16-15:19:51.429159 ,"TELNET connection attempt",172.16.115.87,64468,206.132.15.69,80,2974
04/16-15:19:51.434379 ,"TELNET connection attempt",172.16.115.87,64468,206.132.15.69,80,2975
04/16-15:19:51.434751 ,"TELNET connection attempt",172.16.115.87,64468,206.132.15.69,80,2976
04/16-15:19:51.453757 ,"TELNET connection attempt",172.16.115.87,64468,206.132.15.69,80,2978
04/16-15:19:51.454134 ,"TELNET connection attempt",172.16.115.87,64468,206.132.15.69,80,2979
04/16-15:19:51.459503 ,"TELNET connection attempt",172.16.115.87,64469,206.132.15.69,80,2983
04/16-15:19:51.463480 ,"TELNET connection attempt",172.16.115.87,64469,206.132.15.69,80,2984
04/16-15:19:51.463841 ,"TELNET connection attempt",172.16.115.87,64469,206.132.15.69,80,2985
04/16-15:19:51.484745 ,"TELNET connection attempt",172.16.115.87,64469,206.132.15.69,80,2988
04/16-15:19:51.485144 ,"TELNET connection attempt",172.16.115.87,64469,206.132.15.69,80,2989
04/16-15:19:51.490184 ,"TELNET connection attempt",172.16.115.87,64470,206.132.15.69,80,2993
04/16-15:19:51.494427 ,"TELNET connection attempt",172.16.115.87,64470,206.132.15.69,80,2994
04/16-15:19:51.494813 ,"TELNET connection attempt",172.16.115.87,64470,206.132.15.69,80,2995
04/16-15:19:51.512656 ,"TELNET connection attempt",172.16.115.87,64470,206.132.15.69,80,2997
04/16-15:19:51.513014 ,"TELNET connection attempt",172.16.115.87,64470,206.132.15.69,80,2998
04/16-15:19:51.517091 ,"TELNET connection attempt",172.16.115.87,64471,199.95.209.99,80,3002
04/16-15:19:51.521320 ,"TELNET connection attempt",172.16.115.87,64471,199.95.209.99,80,3003
04/16-15:19:51.521713 ,"TELNET connection attempt",172.16.115.87,64471,199.95.209.99,80,3004
04/16-15:19:51.539333 ,"TELNET connection attempt",172.16.115.87,64471,199.95.209.99,80,3007
04/16-15:19:51.539700 ,"TELNET connection attempt",172.16.115.87,64471,199.95.209.99,80,3008
04/16-15:19:51.543874 ,"TELNET connection attempt",172.16.115.87,64472,206.132.15.69,80,3012
04/16-15:19:51.547973 ,"TELNET connection attempt",172.16.115.87,64472,206.132.15.69,80,3013
04/16-15:19:51.548355 ,"TELNET connection attempt",172.16.115.87,64472,206.132.15.69,80,3014
04/16-15:19:51.567565 ,"TELNET connection attempt",172.16.115.87,64472,206.132.15.69,80,3016
04/16-15:19:51.567938 ,"TELNET connection attempt",172.16.115.87,64472,206.132.15.69,80,3017
04/16-15:19:51.572528 ,"TELNET connection attempt",172.16.115.87,64473,205.181.112.74,80,3021
04/16-15:19:51.576339 ,"TELNET connection attempt",172.16.115.87,64473,205.181.112.74,80,3022
04/16-15:19:51.576711 ,"TELNET connection attempt",172.16.115.87,64473,205.181.112.74,80,3023
04/16-15:19:51.594359 ,"TELNET connection attempt",172.16.115.87,64473,205.181.112.74,80,3025
04/16-15:19:51.594753 ,"TELNET connection attempt",172.16.115.87,64473,205.181.112.74,80,3026
04/16-15:19:51.599501 ,"TELNET connection attempt",172.16.115.87,64474,199.95.209.99,80,3030
04/16-15:19:51.602108 ,"TELNET connection attempt",172.16.115.87,64474,199.95.209.99,80,3031
04/16-15:19:51.602534 ,"TELNET connection attempt",172.16.115.87,64474,199.95.209.99,80,3032
04/16-15:19:51.642564 ,"TELNET connection attempt",172.16.115.87,64474,199.95.209.99,80,3036
04/16-15:19:51.642957 ,"TELNET connection attempt",172.16.115.87,64474,199.95.209.99,80,3037
04/16-15:19:51.649195 ,"TELNET connection attempt",172.16.115.87,64475,206.132.15.69,80,3041
04/16-15:19:51.654447 ,"TELNET connection attempt",172.16.115.87,64475,206.132.15.69,80,3042
04/16-15:19:51.654798 ,"TELNET connection attempt",172.16.115.87,64475,206.132.15.69,80,3043
04/16-15:19:51.675312 ,"TELNET connection attempt",172.16.115.87,64475,206.132.15.69,80,3045
04/16-15:19:51.675700 ,"TELNET connection attempt",172.16.115.87,64475,206.132.15.69,80,3046
04/16-15:19:51.682155 ,"TELNET connection attempt",172.16.115.87,64476,206.132.15.69,80,3050
04/16-15:19:51.687375 ,"TELNET connection attempt",172.16.115.87,64476,206.132.15.69,80,3051
04/16-15:19:51.687755 ,"TELNET connection attempt",172.16.115.87,64476,206.132.15.69,80,3052
04/16-15:19:51.709679 ,"TELNET connection attempt",172.16.115.87,64476,206.132.15.69,80,3054
04/16-15:19:51.710092 ,"TELNET connection attempt",172.16.115.87,64476,206.132.15.69,80,3055
04/16-15:19:51.717411 ,"TELNET connection attempt",172.16.115.87,64477,199.95.209.99,80,3059
04/16-15:19:51.721657 ,"TELNET connection attempt",172.16.115.87,64477,199.95.209.99,80,3060
04/16-15:19:51.722066 ,"TELNET connection attempt",172.16.115.87,64477,199.95.209.99,80,3061
04/16-15:19:51.749827 ,"TELNET connection attempt",172.16.115.87,64477,199.95.209.99,80,3064
04/16-15:19:51.750220 ,"TELNET connection attempt",172.16.115.87,64477,199.95.209.99,80,3065
04/16-15:19:51.754649 ,"TELNET connection attempt",172.16.115.87,64478,206.132.15.69,80,3069
04/16-15:19:51.758492 ,"TELNET connection attempt",172.16.115.87,64478,206.132.15.69,80,3070
04/16-15:19:51.758848 ,"TELNET connection attempt",172.16.115.87,64478,206.132.15.69,80,3071
04/16-15:19:51.778364 ,"TELNET connection attempt",172.16.115.87,64478,206.132.15.69,80,3073
04/16-15:19:51.778739 ,"TELNET connection attempt",172.16.115.87,64478,206.132.15.69,80,3074
04/16-15:19:51.786073 ,"TELNET connection attempt",172.16.115.87,64479,199.95.209.99,80,3078
04/16-15:19:51.790250 ,"TELNET connection attempt",172.16.115.87,64479,199.95.209.99,80,3079
04/16-15:19:51.790683 ,"TELNET connection attempt",172.16.115.87,64479,199.95.209.99,80,3080
04/16-15:19:51.808281 ,"TELNET connection attempt",172.16.115.87,64479,199.95.209.99,80,3083
04/16-15:19:51.808662 ,"TELNET connection attempt",172.16.115.87,64479,199.95.209.99,80,3084
04/16-15:19:51.815594 ,"TELNET connection attempt",172.16.115.87,64480,199.95.209.99,80,3088
04/16-15:19:51.819795 ,"TELNET connection attempt",172.16.115.87,64480,199.95.209.99,80,3089
04/16-15:19:51.820206 ,"TELNET connection attempt",172.16.115.87,64480,199.95.209.99,80,3090
04/16-15:19:51.837601 ,"TELNET connection attempt",172.16.115.87,64480,199.95.209.99,80,3092
04/16-15:19:51.837983 ,"TELNET connection attempt",172.16.115.87,64480,199.95.209.99,80,3093
04/16-15:19:51.845236 ,"TELNET connection attempt",172.16.115.87,64481,199.95.209.99,80,3097
04/16-15:19:51.849482 ,"TELNET connection attempt",172.16.115.87,64481,199.95.209.99,80,3098
04/16-15:19:51.849889 ,"TELNET connection attempt",172.16.115.87,64481,199.95.209.99,80,3099
04/16-15:19:51.867200 ,"TELNET connection attempt",172.16.115.87,64481,199.95.209.99,80,3101
04/16-15:19:51.867571 ,"TELNET connection attempt",172.16.115.87,64481,199.95.209.99,80,3102
04/16-15:19:53.599278 ,"FTP connection attempt",197.182.91.233,4191,172.16.112.100,21,36100
04/16-15:19:53.602972 ,"FTP connection attempt",197.182.91.233,4191,172.16.112.100,21,36101
04/16-15:19:53.618046 ,"FTP connection attempt",197.182.91.233,4191,172.16.112.100,21,36102
04/16-15:19:57.135502 ,"TELNET connection attempt",172.16.113.207,64482,208.226.198.136,80,3144
04/16-15:19:57.141991 ,"TELNET connection attempt",172.16.113.207,64482,208.226.198.136,80,3145
04/16-15:19:57.142375 ,"TELNET connection attempt",172.16.113.207,64482,208.226.198.136,80,3146
04/16-15:19:57.173679 ,"TELNET connection attempt",172.16.113.207,64482,208.226.198.136,80,3150
04/16-15:19:57.183626 ,"TELNET connection attempt",172.16.113.207,64482,208.226.198.136,80,3154
04/16-15:19:57.193642 ,"TELNET connection attempt",172.16.113.207,64482,208.226.198.136,80,3158
04/16-15:19:57.204639 ,"TELNET connection attempt",172.16.113.207,64482,208.226.198.136,80,3161
04/16-15:19:57.211255 ,"TELNET connection attempt",172.16.113.207,64482,208.226.198.136,80,3162
04/16-15:19:57.211649 ,"TELNET connection attempt",172.16.113.207,64482,208.226.198.136,80,3163
04/16-15:20:01.131571 ,"FTP connection attempt",172.16.112.50,64376,197.218.177.69,21,3240
04/16-15:20:01.134048 ,"FTP connection attempt",172.16.112.50,64376,197.218.177.69,21,3243
04/16-15:20:01.279575 ,"FTP connection attempt",172.16.112.50,64376,197.218.177.69,21,3266
04/16-15:20:01.479508 ,"FTP connection attempt",172.16.112.50,64376,197.218.177.69,21,3272
04/16-15:20:12.417622 ,"TELNET connection attempt",172.16.115.87,64484,205.216.163.241,80,3584
04/16-15:20:12.422568 ,"TELNET connection attempt",172.16.115.87,64484,205.216.163.241,80,3585
04/16-15:20:12.423009 ,"TELNET connection attempt",172.16.115.87,64484,205.216.163.241,80,3586
04/16-15:20:12.463845 ,"TELNET connection attempt",172.16.115.87,64484,205.216.163.241,80,3594
04/16-15:20:12.473816 ,"TELNET connection attempt",172.16.115.87,64484,205.216.163.241,80,3598
04/16-15:20:12.483860 ,"TELNET connection attempt",172.16.115.87,64484,205.216.163.241,80,3602
04/16-15:20:12.493803 ,"TELNET connection attempt",172.16.115.87,64484,205.216.163.241,80,3605
04/16-15:20:12.497782 ,"TELNET connection attempt",172.16.115.87,64484,205.216.163.241,80,3606
04/16-15:20:12.498200 ,"TELNET connection attempt",172.16.115.87,64484,205.216.163.241,80,3607
04/16-15:20:12.616641 ,"TELNET connection attempt",172.16.115.87,64485,205.216.163.241,80,3620
04/16-15:20:12.621604 ,"TELNET connection attempt",172.16.115.87,64485,205.216.163.241,80,3621
04/16-15:20:12.622272 ,"TELNET connection attempt",172.16.115.87,64485,205.216.163.241,80,3622
04/16-15:20:12.662003 ,"TELNET connection attempt",172.16.115.87,64485,205.216.163.241,80,3627
04/16-15:20:12.662378 ,"TELNET connection attempt",172.16.115.87,64485,205.216.163.241,80,3628
04/16-15:20:12.668259 ,"TELNET connection attempt",172.16.115.87,64486,199.95.209.99,80,3633
04/16-15:20:12.670396 ,"TELNET connection attempt",172.16.115.87,64486,199.95.209.99,80,3634
04/16-15:20:12.670790 ,"TELNET connection attempt",172.16.115.87,64486,199.95.209.99,80,3635
04/16-15:20:12.702102 ,"TELNET connection attempt",172.16.115.87,64486,199.95.209.99,80,3638
04/16-15:20:12.702486 ,"TELNET connection attempt",172.16.115.87,64486,199.95.209.99,80,3639
04/16-15:20:12.707822 ,"TELNET connection attempt",172.16.115.87,64487,205.216.163.241,80,3643
04/16-15:20:12.712746 ,"TELNET connection attempt",172.16.115.87,64487,205.216.163.241,80,3644
04/16-15:20:12.713133 ,"TELNET connection attempt",172.16.115.87,64487,205.216.163.241,80,3645
04/16-15:20:12.733852 ,"TELNET connection attempt",172.16.115.87,64487,205.216.163.241,80,3647
04/16-15:20:12.734311 ,"TELNET connection attempt",172.16.115.87,64487,205.216.163.241,80,3649
04/16-15:20:12.741095 ,"TELNET connection attempt",172.16.115.87,64488,205.216.163.241,80,3654
04/16-15:20:12.746039 ,"TELNET connection attempt",172.16.115.87,64488,205.216.163.241,80,3655
04/16-15:20:12.746502 ,"TELNET connection attempt",172.16.115.87,64488,205.216.163.241,80,3656
04/16-15:20:12.783818 ,"TELNET connection attempt",172.16.115.87,64488,205.216.163.241,80,3661
04/16-15:20:12.793844 ,"TELNET connection attempt",172.16.115.87,64488,205.216.163.241,80,3665
04/16-15:20:12.801224 ,"TELNET connection attempt",172.16.115.87,64488,205.216.163.241,80,3667
04/16-15:20:12.801647 ,"TELNET connection attempt",172.16.115.87,64488,205.216.163.241,80,3668
04/16-15:20:12.810330 ,"TELNET connection attempt",172.16.115.87,64489,205.216.163.241,80,3672
04/16-15:20:12.815271 ,"TELNET connection attempt",172.16.115.87,64489,205.216.163.241,80,3673
04/16-15:20:12.815627 ,"TELNET connection attempt",172.16.115.87,64489,205.216.163.241,80,3674
04/16-15:20:12.824637 ,"TELNET connection attempt",172.16.115.87,64489,205.216.163.241,80,3677
04/16-15:20:12.825004 ,"TELNET connection attempt",172.16.115.87,64489,205.216.163.241,80,3678
04/16-15:20:12.830432 ,"TELNET connection attempt",172.16.115.87,64490,205.216.163.241,80,3683
04/16-15:20:12.833661 ,"TELNET connection attempt",172.16.115.87,64490,205.216.163.241,80,3684
04/16-15:20:12.834041 ,"TELNET connection attempt",172.16.115.87,64490,205.216.163.241,80,3685
04/16-15:20:12.851643 ,"TELNET connection attempt",172.16.115.87,64490,205.216.163.241,80,3690
04/16-15:20:12.852026 ,"TELNET connection attempt",172.16.115.87,64490,205.216.163.241,80,3691
04/16-15:20:12.857749 ,"TELNET connection attempt",172.16.115.87,64491,205.216.163.241,80,3695
04/16-15:20:12.860712 ,"TELNET connection attempt",172.16.115.87,64491,205.216.163.241,80,3697
04/16-15:20:12.861114 ,"TELNET connection attempt",172.16.115.87,64491,205.216.163.241,80,3698
04/16-15:20:12.880033 ,"TELNET connection attempt",172.16.115.87,64491,205.216.163.241,80,3701
04/16-15:20:12.880386 ,"TELNET connection attempt",172.16.115.87,64491,205.216.163.241,80,3702
04/16-15:20:12.887036 ,"TELNET connection attempt",172.16.115.87,64492,205.216.163.241,80,3706
04/16-15:20:12.891971 ,"TELNET connection attempt",172.16.115.87,64492,205.216.163.241,80,3707
04/16-15:20:12.892343 ,"TELNET connection attempt",172.16.115.87,64492,205.216.163.241,80,3708
04/16-15:20:12.942668 ,"TELNET connection attempt",172.16.115.87,64492,205.216.163.241,80,3713
04/16-15:20:12.943074 ,"TELNET connection attempt",172.16.115.87,64492,205.216.163.241,80,3714
04/16-15:20:12.949897 ,"TELNET connection attempt",172.16.115.87,64493,205.216.163.241,80,3720
04/16-15:20:12.954843 ,"TELNET connection attempt",172.16.115.87,64493,205.216.163.241,80,3721
04/16-15:20:12.955189 ,"TELNET connection attempt",172.16.115.87,64493,205.216.163.241,80,3722
04/16-15:20:12.973733 ,"TELNET connection attempt",172.16.115.87,64493,205.216.163.241,80,3725
04/16-15:20:12.974114 ,"TELNET connection attempt",172.16.115.87,64493,205.216.163.241,80,3726
04/16-15:20:12.980436 ,"TELNET connection attempt",172.16.115.87,64494,205.216.163.241,80,3732
